ID,Work Item Type,Title,Description,Acceptance Criteria,Priority,State,Area Path,Iteration Path,Tags,Story Points,Original Estimate Hours,Parent
130,Task,Implement Import Saga Temporal workflow with all 6 activities and compensation on failure,"Create workers/import-saga/src/workflows/import-saga.workflow.ts. Define workflow importScript(input: ImportWorkflowInput): Promise<ImportWorkflowResult>. Activity sequence (each with 3-retry policy, 30s start-to-close timeout): (1) createProvenanceActivity(file, orgId, scriptId) — S3 archive + DB record. (2) parseScriptActivity(provenanceId, format) — run format-specific parser; return rawNodes + warnings. (3) normalizeASTActivity(rawNodes, format) — produce ASTNode[]; return overallConfidence. (4) if overallConfidence < 0.90: waitForHumanReviewActivity — set provenance status='reviewing'; emit IMPORT_REVIEW_REQUIRED signal to client; wait for REVIEW_COMPLETE signal (timeout: 7 days) with accepted elements list. (5) persistASTActivity(scriptId, astNodes) — call Script Service UpsertASTNodes gRPC + CreateVersion gRPC. (6) completeProvenanceActivity(provenanceId, result) — update import_provenance status='complete', overallConfidence, completedAt. Compensation: if any activity fails, call markProvenanceFailedActivity. Deploy Temporal worker: workers/import-saga/src/index.ts connecting to Temporal Cloud namespace scriptos.{id}; task queue import-saga.",,1,New,ScriptOS,ScriptOS\Sprint 4,temporal; import-saga; workflow; sprint-4,,16,As a developer the Import Saga orchestrates the full import lifecycle end-to-end via Temporal with human-in-the-loop review and batch zip support
131,Task,Implement batch import saga for zip archives with per-episode child workflows and episode number inference,"Create workers/import-saga/src/workflows/batch-import-saga.workflow.ts. Workflow batchImportScripts(input: BatchImportInput): Promise<BatchImportResult>. Input: { zipS3Key, orgId, projectId, episodeNumberingScheme }. Steps: (1) extractZipActivity: download zip from S3; extract file list; identify importable files (.fdx, .fountain, .pdf); upload each to S3 individually; return extractedFiles[]. (2) inferEpisodeNumbers(extractedFiles): parse filenames for patterns — SxEx (S01E01), NxNN (1x01), episode_N, ep_N, plain sequence numbers; assign episodeNumber 1-based; sort by episode number. (3) For each extracted file: call child workflow executeChildWorkflow(importScript, { file, orgId, scriptId: pre-created, episodeNumber }) in parallel (up to 5 concurrent). (4) Aggregate results: return { total, succeeded, failed, results[] }. Filename inference test: 10 sample filenames covering all patterns → assert correct episode numbers inferred. Load test: 5-episode zip → all 5 import sagas complete in under 3 minutes (end-to-end timing in staging).",,1,New,ScriptOS,ScriptOS\Sprint 4,temporal; import-saga; batch; sprint-4,,8,As a developer the Import Saga orchestrates the full import lifecycle end-to-end via Temporal with human-in-the-loop review and batch zip support
132,Task,Create round-trip CI tests for FDX import and re-export structural equality verification,"Create services/import/test/round-trip/. Add 10 reference FDX files to services/import/test-fixtures/fdx/ (use publicly available screenplay samples or synthetic test scripts covering all element types). Implement round-trip test in services/import/test/round-trip/fdx-round-trip.test.ts: (1) Import FDX → call FDX parser → normalize → produce ASTNode[]. (2) Export AST back to FDX: call the FDX export formatter (to be implemented in services/import/src/exporters/fdx-exporter.ts — basic implementation: serialize ASTNode[] back to FinalDraft XML with correct Paragraph Type attributes). (3) Re-import the exported FDX. (4) Assert structural equality: same number of scenes; same scene headings (case-insensitive); same node type sequence per scene. Track these tests in turbo.json as a separate pipeline task (round-trip). All 10 test files must pass. Add to GitHub Actions CI as a required check on main.",,1,New,ScriptOS,ScriptOS\Sprint 4,import-service; testing; fdx; ci; sprint-4,,8,As a developer the Import Saga orchestrates the full import lifecycle end-to-end via Temporal with human-in-the-loop review and batch zip support
133,Task,Implement revision color preservation from FDX RevisionChange attributes to AST node revision_color field,"Extend the FDX parser in services/import/src/parsers/fdx-parser.ts to capture revision change data. FDX encodes revisions as RevisionChange elements within Paragraph nodes (or as attributes on the Paragraph element depending on FDX version). Implementation: (1) During FDX XML walk, detect RevisionChange child elements on each Paragraph. (2) Map the FDX revision name to the RevisionColor enum in packages/ast: White → WHITE, Blue → BLUE, Pink → PINK, Yellow → YELLOW, Green → GREEN, Goldenrod → GOLDENROD, Buff → BUFF, Salmon → SALMON, Cherry → CHERRY, Tan → TAN, Sage → SAGE, Lilac → LILAC, Double White → DOUBLE_WHITE. (3) Set revision_color field on the corresponding ASTNode. (4) If a Paragraph has no RevisionChange: set revision_color = WHITE (default). Integration test: parse a test FDX file with known revision marks; assert all 3 colored pages preserved with correct RevisionColor values on the ASTNode.",,1,New,ScriptOS,ScriptOS\Sprint 4,import-service; fdx; revision-color; sprint-4,,4,As a developer the Import Saga orchestrates the full import lifecycle end-to-end via Temporal with human-in-the-loop review and batch zip support
134,Feature,Import UI Sprint 4,"The Sprint 4 frontend delivers the import flow: drag-and-drop file upload, real-time progress tracking via Temporal workflow status, and the confidence review UI where writers can inspect and correct low-confidence elements before the AST is persisted. Batch import enables showrunners to upload a zip of episode files and confirm a preview before bulk importing. All import operations are non-blocking — the UI polls or subscribes to saga status and writers can navigate away and return. Reference: Wiki/15-roadmap.md Sprint 4 frontend tasks.","- Import modal: drag-and-drop zone accepting .fdx, .fountain, .pdf, .zip; shows detected format badge on file drop
- Progress indicator shows current saga stage: Detecting → Parsing → Review Required → Persisting → Complete
- Review UI: low-confidence elements highlighted per threshold; writer can change element type or accept as-is
- Batch UI: zip upload → episode list preview with title, episode number, file size, estimated confidence; confirm → all import
- On import complete: navigate to script editor with imported script loaded in CRDT editor
- Import progress polled via GraphQL and updates in real time without full page reload",1,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; react; sprint-4,,,Import Pipeline & Series Bible
135,User Story,As a writer I can upload scripts via a drag-and-drop import modal and review confidence warnings before finalizing the import,"Writers should never feel uncertain about whether their import will corrupt their work. The confidence review UI makes the parser's uncertainty transparent and actionable. The progress tracker removes the 'is it stuck?' anxiety of watching a long import. The import flow must handle the full lifecycle from file selection to script editor open. Reference: Wiki/15-roadmap.md Sprint 4 frontend tasks, Wiki/13-import-migration.md Confidence Scoring.","- Import modal opens from a button in the Projects page and Scripts page; accepts .fdx, .fountain, .spmd, .pdf, .zip via drag-and-drop zone or click-to-browse
- On file drop: show filename, detected format badge (FDX=green, Fountain=blue, PDF=orange, ZIP=purple), file size; Upload button activates
- Upload calls REST POST /import/upload (multipart); returns importId; initiates Import Saga
- Progress bar with stage labels: Detecting → Parsing → Review Required / Processing → Persisting → Complete; updates via GraphQL polling every 2 seconds on the import status query
- If saga pauses at Review Required: progress bar shows orange 'Review Required' state; Review button activates; modal transitions to Review pane
- Review pane: renders imported script elements; low-confidence elements (< 0.75) highlighted with amber background and confidence score badge; very low (< 0.50) shown in red; each element has type dropdown (in case parser misclassified); Approve All / Approve Selected / Reject Element actions
- On review submit: sends reviewComplete signal to Temporal saga via GraphQL mutation; progress resumes
- On complete: modal shows success with scene count + overall confidence; Open Script button navigates to /scripts/{id}/editor
- Batch zip: progress shows per-episode progress bars; episodes with errors shown inline with retry option",2,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; review; confidence; sprint-4,8,,Import UI Sprint 4
136,Task,Build import modal with drag-and-drop zone file type validation and upload trigger,"Create src/pages/ImportModal.tsx. Install: react-dropzone. Configure Dropzone: accept { 'application/vnd.finaldraft' : ['.fdx'], 'text/fountain': ['.fountain', '.spmd'], 'application/pdf': ['.pdf'], 'application/zip': ['.zip'] }; maxSize: 100MB. On file drop: (1) Display FilePreview component showing filename, FileTypeBadge (format-specific colour), file size formatted as KB/MB. (2) Activate Upload button. On upload: POST to /import/upload using FormData; on success receive { importId, scriptId } and transition to progress view. Error handling: file too large → inline error; unsupported type → inline warning. Add Import button to ProjectsPage toolbar (top-right) and ScriptsPage empty state CTA. Vitest + RTL test: drop FDX file → assert FileTypeBadge shows 'FDX'; drop unsupported file → assert inline error shown.",,2,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; react; sprint-4,,6,As a writer I can upload scripts via a drag-and-drop import modal and review confidence warnings before finalizing the import
137,Task,Build import review UI with per-element confidence highlighting and type correction controls,"Create src/components/ImportReviewPane.tsx. Data source: GET_IMPORT_REVIEW(importId) GraphQL query returning { elements: [{ id, nodeType, textContent, confidence, confidenceReason }] }. Render elements in screenplay-formatted view (reuses screenplay CSS from EditorPage). Confidence highlighting: confidence ≥ 0.95 → no highlight; 0.75–0.94 → Tailwind bg-amber-50 + amber badge showing score; 0.50–0.74 → bg-orange-50 + orange badge + 'Review recommended'; below 0.50 → bg-red-50 + red badge + 'Must review'. Each element has inline ElementTypeSelect dropdown showing the 7 screenplay types; pre-selected to parser's guess. Toolbar: Approve All (approves all elements at current type assignments), Approve Selected, Reject Element (removes element from import). Submit button sends reviewComplete mutation with { acceptedElements: [{ id, nodeType }] }. Vitest test: 3 elements rendered; change type on element 2; submit; assert mutation called with corrected type.",,2,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; review; sprint-4,,8,As a writer I can upload scripts via a drag-and-drop import modal and review confidence warnings before finalizing the import
138,Task,Implement import progress tracking via GraphQL polling on Temporal workflow status,"Define GET_IMPORT_STATUS(importId) GraphQL query in the Import Service subgraph: importStatus(importId: ID!) { status, currentStage, stageProgress, overallProgress, errorMessage, completedAt, scriptId }. Implement a React hook useImportProgress(importId: string) that polls GET_IMPORT_STATUS every 2 seconds via Apollo useQuery with pollInterval: 2000. Stop polling when status reaches 'complete' or 'failed'. Create ImportProgressBar.tsx: progress bar with percentage fill; stage label (Detecting, Parsing, Review Required, Persisting, Complete, Failed) colour-coded (blue for in-progress, orange for review required, green for complete, red for failed). On status='complete': call onComplete(scriptId) callback → navigate to /scripts/{scriptId}/editor. On status='failed': show ErrorBanner with errorMessage + retry button (calls reimportScript mutation). Wire the hook into ImportModal: after upload, render ImportProgressBar with the returned importId.",,2,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; graphql; sprint-4,,4,As a writer I can upload scripts via a drag-and-drop import modal and review confidence warnings before finalizing the import
139,Task,Build batch import UI with zip upload episode preview and per-episode progress tracking,"Create src/components/BatchImportPane.tsx. Triggered when a .zip file is dropped in the import modal. Steps: (1) Upload zip → POST /import/batch/upload → returns { batchId, episodes: [{ episodeNumber, filename, detectedFormat, estimatedSceneCount }] }. (2) Episode list preview: table showing episode number (inferred from filename), filename, format badge, estimated scene count. Allow manual episode number correction via inline editable number input. (3) Confirm button → calls startBatchImport(batchId, episodes) mutation. (4) Progress view: per-episode ProgressRow showing episode number + title + stage + overall %. Episode rows update independently via polling. Failed episodes show retry button. (5) On all complete: summary card showing N episodes imported, total scene count, any warnings. Navigate to project scripts page. Vitest test: mock batch upload returning 3 episodes; assert 3 rows rendered with correct inferred episode numbers.",,2,New,ScriptOS,ScriptOS\Sprint 4,frontend; import; batch; sprint-4,,6,As a writer I can upload scripts via a drag-and-drop import modal and review confidence warnings before finalizing the import
140,Feature,Series Bible Service,"The Series Bible Service manages a Neo4j Aura graph of characters, locations, props, world rules, story arcs, and lore facts. Every entity has a stable UUID, is project-scoped, and participates in a rich relationship graph (APPEARS_IN, SET_IN, HAS_VOICE, SUPERSEDES, RELATED_TO, PARTICIPATES_IN). The canon consistency checker uses graph traversal to detect contradictions between new facts and established ones. Voice profiles per character capture vocabulary, speech patterns, and forbidden words for AI grounding. Stub entities are auto-created when character and location names are detected on script checkpoint. Reference: Wiki/03-data-model.md Series Bible Graph, Wiki/15-roadmap.md Sprint 5.","- Character, Location, Fact, Rule, VoiceProfile nodes created and queryable in Neo4j Aura
- APPEARS_IN and SET_IN relationships created when character/location first linked to a script scene
- Fact supersedure chain traversable: SUPERSEDES relationship queryable via Cypher path query
- Canon consistency check: validateScriptConsistency gRPC returns ConflictResult[] for a contradictory test case
- Voice profile stored with vocabularyLevel, speechPatterns, forbiddenWords, referenceSceneIds
- AI context gRPC methods (getWorldRules, getCharacterFacts, getVoiceProfiles) all returning correct data
- Character and location stub nodes auto-created from script.checkpointed NATS events within 30s
- Bible Service deployed to staging with Neo4j Aura connection; /health returns 200",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; graphql; grpc; sprint-5,,,Import Pipeline & Series Bible
141,User Story,As a writer I can create and manage characters locations facts and world rules in the Series Bible,"The Series Bible is where showrunners and writers capture the living canon of their story: who the characters are, where scenes take place, what rules govern the story world, and what facts have been established across episodes. These entities are linked back to specific script scenes so writers can trace where any fact originated. All CRUD operations must be project-scoped and support soft deactivation so facts are never lost but can be superseded. Reference: Wiki/03-data-model.md Node Labels and Property Schemas, Wiki/15-roadmap.md Sprint 5.","- Character node: create with { name, description, characterType ('protagonist','antagonist','supporting','minor') }; read by id; update name and description; deactivate (isActive=false); link to scene via APPEARS_IN relationship with role
- Location node: create with { name, locationType ('interior','exterior','both'), description }; link to scene via SET_IN
- Fact node: create with { factText, confidence, sourceSceneId, tags[] }; SUPERSEDES relationship to previous fact when updating; supersedure chain traversable via path query
- Rule node (world rule): create with { ruleText, category ('PHYSICAL','SOCIAL','NARRATIVE') }; queryable by category; isActive toggle
- All nodes carry: id (UUID), orgId, projectId, createdAt, updatedAt, isActive
- CRUD operations all scoped by orgId + projectId; cross-project access returns 403 from gRPC
- Soft delete: deactivate sets isActive=false; deactivated nodes excluded from default queries but retained for audit",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; characters; facts; sprint-5,8,,Series Bible Service
142,Task,Apply Neo4j Cypher constraints and vector index for the Series Bible Graph schema in packages/db,"Create packages/db/migrations/bible/constraints.cypher with all Cypher DDL from Wiki/03-data-model.md Cypher Constraints section. Uniqueness constraints: CREATE CONSTRAINT char_id FOR (n:Character) REQUIRE n.id IS UNIQUE; location_id, fact_id, rule_id, arc_id, lore_id, voice_id, scene_ref_id, ep_ref_id. Existence constraints on mandatory properties: REQUIRE n.orgId IS NOT NULL on Character, Location, Fact, Rule. Vector index: CALL db.index.vector.createNodeIndex('factEmbeddings', 'Fact', 'embedding', 1536, 'cosine') for OpenAI text-embedding-3-large dimension. Composite index for project queries: CREATE INDEX char_project FOR (n:Character) ON (n.orgId, n.projectId); same for Location, Fact, Rule. Create a migration runner script (packages/db/scripts/apply-bible-constraints.ts) that connects to Neo4j Aura and applies all constraints idempotently (SHOW CONSTRAINTS → skip if exists). Run in CI and as a Kubernetes Job on deployment. Verify: SHOW CONSTRAINTS lists all 15+ constraints; SHOW INDEXES includes factEmbeddings.",,1,New,ScriptOS,ScriptOS\Sprint 5,neo4j; schema; constraints; sprint-5,,6,As a writer I can create and manage characters locations facts and world rules in the Series Bible
