ID,Work Item Type,Title,Description,Acceptance Criteria,Priority,State,Area Path,Iteration Path,Tags,Story Points,Original Estimate Hours,Parent
184,Task,Build AI ledger write service and verify DB immutability trigger blocks deletion,"In services/ai/src/ledger/ledger.service.ts implement writeLedgerEntry(entry: LedgerEntryInput): Promise<LedgerEntry>. Insert into ai.ledger_entries; return created row. Implement updateLedgerWriterAction(id, writerAction, modificationDelta): Promise<void> for post-decision updates. Integration test: (1) Insert ledger entry via service method. (2) Attempt raw SQL DELETE. (3) Assert exception containing 'WGA compliance'. (4) Assert entry still exists. Test must run against real DB container in CI — not mocked.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; ledger; immutability; sprint-6,,6,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
185,Task,Implement dialogue_suggestion feature end-to-end from consent check through context assembly model call character guard and ledger write,"In services/ai/src/features/dialogue-suggestion.ts implement requestDialogueSuggestion({ orgId, userId, projectId, scriptId, sceneId, targetCharacter, promptInstruction? }): Promise<DialogueSuggestionResponse>. Pipeline: (1) checkConsent(orgId, userId, 'dialogue_suggestion') → throw ConsentRequiredError if missing. (2) consumeOrgTokens(orgId, estimatedTokens=1000) → throw QuotaExceededError if not allowed. (3) selectModel + assembleContext. (4) callWithCaching → { content, usage, cost_usd }. (5) Character guard: getVoiceProfile(targetCharacter) → check content against forbidden_words. If match: return { suggestions: [], voiceViolation: { characterName, forbiddenWord } }. (6) writeLedgerEntry with writer_action = 'pending'. (7) consumeOrgTokens with actual token count. (8) Parse 2-3 suggestions from model output. Return { suggestions, ledgerEntryId, voiceViolation? }. Unit tests: happy path, consent missing, quota exceeded, voice violation.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; dialogue-suggestion; sprint-6,,8,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
186,Task,Implement format_correction feature as an always-available Tier 1 feature using Claude Haiku without consent check,"In services/ai/src/features/format-correction.ts implement checkFormatting({ scriptId, sceneId, content }): Promise<FormatCorrectionResponse>. Always Tier 1: no company consent or writer opt-in required; available on all plans including Indie. Model: always claude-haiku-4-5-20251001. Prompt: serialize scene AST to labeled text; instruct model to return JSON array of { elementId: UUID, violationType: string, suggestion: string } for: scene heading format, character name casing, parenthetical overuse, action line length (>4 lines), dialogue line length (>35 chars). writeLedgerEntry with writer_action = 'accepted' (auto-applied). Return { violations }. Test with 3 scenes: one clean, one with heading errors, one with long action.",,2,New,ScriptOS,ScriptOS\Sprint 6,ai; format-correction; haiku; sprint-6,,6,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
187,Task,Build AI Service GraphQL subgraph with AISuggestion AILedgerEntry CompanyConsent types and mutations,"In services/ai/src/graphql/schema.graphql: type AISuggestion { id, text, characterName, ledgerEntryId }. type VoiceViolation { characterName, forbiddenWord }. type DialogueSuggestionResult { suggestions: [AISuggestion!]!, voiceViolation, ledgerEntryId }. type AILedgerEntry { id, featureType, modelId, writerAction, costUsd, createdAt }. Mutations: requestDialogueSuggestion(sceneId, targetCharacter, promptInstruction): DialogueSuggestionResult!; checkFormatting(sceneId): [FormatViolation!]!; acceptSuggestion(ledgerEntryId): Boolean!; rejectSuggestion(ledgerEntryId): Boolean!; modifySuggestion(ledgerEntryId, finalText): Boolean!; enableAIFeature(featureType): Boolean!. Queries: aiUsageSummary(orgId, fromDate, toDate): AIUsageSummary!; myAILedger(limit): [AILedgerEntry!]!. Auth: all mutations require valid JWT. Register subgraph in supergraph.yaml.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; graphql; federation; sprint-6,,6,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
188,Task,Write packages/proto/ai.proto with AIService RPC definitions and run buf generate for TypeScript stubs,"In packages/proto/ai.proto define AIService RPCs: RequestDialogueSuggestion, CheckFormatting, GetVoiceProfile, CheckConsent, GetAIUsageSummary. Message types: DialogueSuggestionRequest (org_id, user_id, project_id, script_id, scene_id, target_character), DialogueSuggestionResponse (suggestions: repeated Suggestion, voice_violation: VoiceViolation, ledger_entry_id), Suggestion (id, text, character_name), VoiceViolation (character_name, forbidden_word). Run buf generate; assert TypeScript stubs compile. Import in services/ai/src/grpc/ai.service.ts.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; proto; buf; sprint-6,,4,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
189,Task,Implement Redis Lua token bucket rate limiting for org-level monthly quota and per-user soft limits,"In services/ai/src/rate-limiting/quota.service.ts: (1) consumeOrgTokens(orgId, tokensRequested): Promise<{ allowed, remaining, resetAt }>. Lua script: check current month usage key ai:quota:org:{orgId}:{YYYY-MM}; if current + requested > limit return { 0, remaining }; else INCRBY + EXPIREAT end-of-month; return { 1, newRemaining }. Plan limits: Indie=0, Professional=500000, Studio=5000000. (2) consumeUserTokens(userId, tokensRequested): Promise<{ allowed, softLimitWarning }>. Soft limit default 50K/month. softLimitWarning = true at 90%. (3) On 429: set Retry-After header (seconds until month reset), X-RateLimit-Limit, X-RateLimit-Remaining. Unit tests with ioredis mock: assert 429 after quota exhausted; assert remaining decrements; assert reset after month rollover.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; rate-limiting; redis; sprint-6,,8,As an org admin AI token quota is enforced per organisation and I can view token consumption analytics
190,Task,Build AI usage aggregation queries for admin dashboard and WGA compliance report export endpoint,"In services/ai/src/analytics/usage.service.ts: (1) getOrgUsageSummary(orgId, fromDate, toDate): SELECT feature_type, model_id, COUNT(*), SUM(tokens_input+tokens_output), SUM(cost_usd), accepted/rejected counts FROM ai.ledger_entries WHERE org_id=$1 AND created_at BETWEEN $2 AND $3 GROUP BY feature_type, model_id. (2) getUserBreakdown: group by user_id, join auth.users for display_name. (3) exportWGAReport(projectId, fromDate, toDate, format): JSON with { project, period, totalInteractions, acceptanceRate, interactions: [{ timestamp, userId, featureType, modelId, promptHash, writerAction, modificationDelta }] }. Expose via REST GET /ai/wga-report?projectId=&from=&to=&format= returning Content-Disposition: attachment header.",,2,New,ScriptOS,ScriptOS\Sprint 6,ai; analytics; wga-report; sprint-6,,6,As an org admin AI token quota is enforced per organisation and I can view token consumption analytics
191,Task,Create Elasticsearch script_content index mapping with BM25 text fields and dense_vector field for OpenAI embeddings,"In services/search/src/indices/script-content.index.ts implement createScriptContentIndex(client): Promise<void>. Settings: shards=2, replicas=1, screenplay_analyzer (standard + english stopwords). Mappings: scene_id (keyword), script_id (keyword), project_id (keyword), episode_id (keyword), scene_number (keyword), heading_text (text, analyzer: screenplay_analyzer, + raw keyword sub-field), action_text (text), dialogue_text (text), character_names (keyword array), scene_type (keyword), updated_at (date), embedding (dense_vector, dims=3072, index=true, similarity=cosine, hnsw: m=16 ef_construction=100). Run createScriptContentIndex on startup if index absent (client.indices.exists check). Integration test: create index; index test document; retrieve by scene_id.",,2,New,ScriptOS,ScriptOS\Sprint 6,search; elasticsearch; mapping; sprint-6,,6,As a writer I can search all script content and receive relevance-ranked results in under 500ms
192,Task,Build NATS consumer that subscribes to script.checkpointed and re-indexes changed scenes with OpenAI embeddings,"In services/search/src/consumers/checkpointed.consumer.ts: NATS JetStream push consumer on script.checkpointed (durable: search-indexer). On message: (1) Parse changedSceneIds. (2) ScriptService.getSceneSnapshot gRPC per scene. (3) Build sceneText: heading + action nodes + character names + dialogue nodes. (4) Call openai.embeddings.create({ model: 'text-embedding-3-large', input: sceneText }) → float[3072]. (5) client.update({ index: 'script_content', id: sceneId, doc: { ...sceneFields, embedding }, doc_as_upsert: true }). Rate limit: 10 scenes in parallel; OpenAI rate limit → exponential backoff (1s, 2s, 4s, 8s; max 4 retries). SLA: all changed scenes indexed within 60s. Integration test: publish checkpoint; wait 65s; assert all sceneIds in Elasticsearch.",,2,New,ScriptOS,ScriptOS\Sprint 6,search; nats; elasticsearch; embeddings; sprint-6,,8,As a writer I can search all script content and receive relevance-ranked results in under 500ms
193,Task,Implement hybrid BM25 and dense vector search using Elasticsearch native RRF combining keyword and semantic scores,"In services/search/src/search/hybrid.searcher.ts implement hybridSearch({ projectId, query, limit=20, facets? }): Promise<SearchResult[]>. (1) Embed query via openai (or semantic_cache lookup first). (2) Elasticsearch RRF query: { retriever: { rrf: { retrievers: [ { standard: { query: { multi_match: { query, fields: ['heading_text^3','action_text','dialogue_text','character_names^2'], type: 'best_fields' } } } }, { knn: { field: 'embedding', query_vector: embed, num_candidates: 50, k: limit } } ], rank_constant: 60, window_size: 100 } }, highlight: { fields: { action_text: {}, dialogue_text: {}, heading_text: {} } }, size: limit }. Apply facet bool.filter for project_id + optional scriptIds/episodeIds/sceneTypes/characterNames. Map hits to SearchResult { sceneId, scriptId, sceneNumber, headingText, excerpt, score }. P95 < 500ms assertion in load test.",,2,New,ScriptOS,ScriptOS\Sprint 6,search; hybrid; rrf; elasticsearch; sprint-6,,8,As a writer I can search all script content and receive relevance-ranked results in under 500ms
194,Task,Build Search Service GraphQL subgraph with SearchResult type and searchScripts query with optional facet filters,"In services/search/src/graphql/schema.graphql: type SearchResult { sceneId, scriptId, sceneNumber, headingText, excerpt, score }. input SearchFacetInput { scriptIds, episodeIds, sceneTypes, characterNames }. Query: searchScripts(projectId: ID!, query: String!, limit: Int, facets: SearchFacetInput): [SearchResult!]!. Resolver calls hybridSearch. Rate limit: 60 queries/min per user (Redis). Register subgraph in supergraph.yaml. Integration test: index 5 test scenes; query 'junkyard confrontation'; assert correct scene in top 3.",,2,New,ScriptOS,ScriptOS\Sprint 6,search; graphql; federation; sprint-6,,4,As a writer I can search all script content and receive relevance-ranked results in under 500ms
195,Task,Build AI suggestion panel component with request display accept reject modify interactions and ledger update calls,"Create apps/web/src/editor/components/AISuggestionPanel.tsx. Right sidebar (360px) toggled by Cmd+Shift+A or toolbar button. State: { suggestions, ledgerEntryId, voiceViolation?, isLoading, error }. Request: call requestAISuggestion mutation with sceneId and targetCharacter (nearest character_name node above cursor). Loading: shimmer skeleton cards. Voice violation: amber banner 'Suggestion withheld — [CHARACTER] voice restriction'. Per suggestion: card with text; Accept (write to editor + acceptSuggestion mutation); Reject (rejectSuggestion mutation); Modify (inline textarea pre-filled; on save call modifySuggestion with final text + client-side char diff). ESC closes panel. Vitest test: render with 3 mocked suggestions; click Accept; assert editor write called + acceptSuggestion mutation fired with correct ledgerEntryId.",,1,New,ScriptOS,ScriptOS\Sprint 6,ai; frontend; suggestion-panel; sprint-6,,8,As a writer I can request AI dialogue suggestions with WGA-compliant consent and full ledger tracking
196,Task,Build AI consent settings UI with per-feature toggle list company consent status and consent history,"Create apps/web/src/settings/AIConsentSettings.tsx. Section within UserSettings page. Company consent status row: green tick 'AI features enabled by [orgName]' or amber warning 'Not yet enabled — contact your administrator'. Feature toggle list: Radix UI Switch per feature (dialogue_suggestion, consistency_check, coverage_analysis) with label, description, and last-enabled date. Toggle enable: enableAIFeature mutation. Toggle disable: disableAIFeature mutation. If company consent missing: all toggles disabled with tooltip. Vitest test: render with company consent present; toggle dialogue_suggestion; assert mutation called; assert switch shows enabled.",,2,New,ScriptOS,ScriptOS\Sprint 6,ai; frontend; consent; settings; sprint-6,,6,As an org admin AI token quota is enforced per organisation and I can view token consumption analytics
197,Task,Build breakdown panel with scene accordion grouped by category confidence badges manual add form and lock indicator,"Create apps/web/src/editor/components/BreakdownPanel.tsx. Right sidebar (320px) for currently selected scene. Apollo useGetBreakdownElementsQuery(sceneId). If locked: 'Locked — version published' banner; all controls hidden. Element list: Radix Accordion one section per populated category. Section header: icon + category name + count badge. Each element row: name, confidence badge (GREEN ≥0.9 / AMBER 0.7-0.9 / RED <0.7), pen icon if is_manual, trash icon (hidden when locked). Click-to-edit inline for name. 'Add Element' button per category: inline form with name input + category select + notes textarea + Save/Cancel. Save calls createBreakdownElement. Delete shows confirmation popover. Vitest test: render with 5 elements across 3 categories; assert locked panel hides edit controls.",,1,New,ScriptOS,ScriptOS\Sprint 6,breakdown; frontend; panel; sprint-6,,8,As a producer I can see auto-detected breakdown elements for every scene so I can verify and edit them without manual data entry
198,Task,Build search command palette with Cmd+K shortcut instant debounced results scene navigation and highlighted excerpts,"Create apps/web/src/components/SearchCommandPalette.tsx using cmdk or Radix Dialog. Global Cmd+K (Mac) / Ctrl+K (Win/Linux) via useEffect keydown listener in EditorPage. On open: auto-focus input. Debounced search: 300ms after keystroke; call searchScripts(projectId, query) GraphQL query. Results list: up to 10; each row shows scene number badge + heading text + excerpt with <mark> tags on matched terms (ES highlight field). Arrow keys + Enter to navigate; Enter: scrollToScene(sceneId) dispatch + close palette. Empty state: 'No results for [query]'. Loading: spinner in input right. Min query length: 2 chars. Vitest test: render; type 'junkyard'; assert searchScripts called after 300ms debounce; mock 3 results render; press Enter on first; assert scrollToScene called.",,2,New,ScriptOS,ScriptOS\Sprint 6,search; frontend; command-palette; sprint-6,,6,As a writer I can search all script content and receive relevance-ranked results in under 500ms
