ID,Work Item Type,Title,Description,Acceptance Criteria,Priority,State,Area Path,Iteration Path,Tags,Story Points,Original Estimate Hours,Parent
209,Task,Create Atlas DDL schema for scheduling.shoot_days scene_schedule_assignments schedule_versions and dood_entries tables,"In packages/db/schema/scheduling.hcl: (1) scheduling.shoot_days: id UUID PK, script_version_id UUID FK, day_number INT, shoot_date DATE, location_id UUID, notes TEXT, created_at TIMESTAMPTZ. (2) scheduling.scene_schedule_assignments: id UUID PK, shoot_day_id UUID FK, scene_id UUID FK, position FLOAT4, is_manual_override BOOL DEFAULT false, assigned_by UUID, assigned_at TIMESTAMPTZ. (3) scheduling.schedule_versions: id UUID PK, script_version_id UUID UNIQUE, solver_run_at TIMESTAMPTZ, created_at TIMESTAMPTZ. (4) scheduling.dood_entries: id UUID PK, schedule_version_id UUID FK, character_id UUID FK, shoot_day_id UUID FK, designation ENUM(WORK,HOLD,TRAVEL,FREE,START,FINISH), notes TEXT. Indexes: (script_version_id) on shoot_days; (shoot_day_id, scene_id) on assignments; (schedule_version_id, character_id) on dood_entries. Apply via atlas schema apply.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; ddl; atlas; sprint-7,,8,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
210,Task,Implement OR-Tools constraint solver for scene scheduling with location grouping company move minimisation and cast conflict avoidance,"In services/scheduling/src/solver/or-tools.solver.ts implement SchedulingSolver using the OR-Tools CP-SAT solver via the @google/or-tools Node.js wrapper. Input: { scenes: SceneConstraint[], characters: CharacterAvailability[], locations: Location[], shootDays: ShootDay[] }. Constraints: (1) Each scene assigned to exactly one shoot day. (2) Scene shooting order within a day satisfies equipment/location setup order. (3) Company moves (location changes within a day) minimised. (4) Character cast conflicts: SAG performer cannot appear in two shooting units simultaneously. (5) Location grouping: scenes at same location prefer same or adjacent days. Objective: minimise total company moves + total travel time. Implement solveSchedule(input): Promise<SceneDayAssignment[]>. SLA: < 5s for 30 scenes, 5 locations, 8 characters on 4-core CPU. Add timeout: if solver exceeds 4.5s, return best solution found so far. Integration test: feed 30-scene test project; assert valid schedule produced in < 5s.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; or-tools; solver; sprint-7,,8,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
211,Task,Build scheduling CRUD gRPC methods createShootDay assignScene manualOverride and computeVersionDelta rollbackDelta,"In services/scheduling/src/grpc/scheduling.service.ts implement: (1) CreateShootDay: insert scheduling.shoot_days row; return ShootDay. (2) AssignScene: insert scene_schedule_assignments; is_manual_override = false. (3) ManualOverrideScene: set is_manual_override = true; re-sorts day positions; does not trigger solver. (4) TriggerSolve: runs SchedulingSolver.solveSchedule; upserts assignments skipping rows where is_manual_override = true. (5) ComputeVersionDelta(prevVersionId, newVersionId): diff shoot days and assignments; return { addedDays, removedDays, movedScenes }. (6) RollbackDelta(deltaId): restore previous schedule version from delta. (7) LockScheduleVersion: sets schedule as locked; called by publish-saga. RBAC: Producer/Admin only for solve, lock; 1AD and above for create/assign. Unit tests for each method.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; grpc; crud; sprint-7,,8,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
212,Task,Implement DOOD day-out-of-days calculation as a derived view from scene assignments and character breakdown elements,"In services/scheduling/src/dood/dood.calculator.ts implement calculateDOOD(scheduleVersionId): Promise<DOODTable>. Algorithm: (1) For each character in the project: get all shoot days where they appear (via breakdown.elements JOIN scene_assignments). (2) For each shoot day in the schedule: if character appears → WORK. Identify the start day (first WORK) and finish day (last WORK). (3) Days between start and finish where character does not appear: HOLD (if consecutive ≤ 2) or TRAVEL (if day requires travel based on location change). (4) Build DOOD matrix: rows = characters, columns = shoot days, cells = W/H/T/F designation. (5) Calculate totals per character: work days, hold days, travel days, free days. Expose via gRPC GetDOODTable and REST GET /scheduling/dood?scheduleVersionId= for CSV export (Content-Disposition: attachment, filename dood.csv). Unit test with 8 characters and 10 shoot days; verify correct W/H/T/F assignments.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; dood; sprint-7,,6,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
213,Task,Build NATS consumer subscribing to breakdown.updated and re-running OR-Tools solver for affected shoot days,"In services/scheduling/src/consumers/breakdown-updated.consumer.ts: NATS JetStream push consumer on breakdown.updated (durable: scheduling-solver, deliver: new). On message: (1) Parse { scriptId, sceneIds }. (2) Find shoot days containing any of sceneIds. (3) Mark affected shoot days as needs_review = true in scheduling.shoot_days. (4) Trigger partial re-solve for affected days only (incremental solve: freeze non-affected days, re-solve affected). (5) Publish scheduling.updated { scriptId, affectedDayIds }. Incremental solve SLA: < 10s for up to 5 affected days. Integration test: update breakdown for 2 scenes; assert affected days marked needs_review; assert solver re-runs.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; nats; consumer; sprint-7,,6,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
214,Task,Write packages/proto/scheduling.proto with SchedulingService RPCs and build Scheduling GraphQL subgraph,"packages/proto/scheduling.proto: define SchedulingService RPCs — CreateShootDay, AssignScene, ManualOverrideScene, TriggerSolve, ComputeVersionDelta, RollbackDelta, LockScheduleVersion, GetDOODTable. Message types: ShootDay (id, day_number, shoot_date, location_id, scenes: repeated SceneAssignment), DOODEntry (character_id, shoot_day_id, designation DOODDesignationEnum). Run buf generate; assert TypeScript stubs compile. In services/scheduling/src/graphql/schema.graphql: type ShootDay { id, dayNumber, shootDate, scenes: [SceneAssignment!]! }. type SceneAssignment { scene: Scene!, position: Float!, isManualOverride: Boolean! }. type DOODRow { characterId: ID!, characterName: String!, entries: [DOODCell!]! }. Extend Scene type with shootDay: ShootDay. Mutations: triggerSolve, manualOverrideScene, lockScheduleVersion. Queries: schedule(scriptVersionId): Schedule!, doodTable(scheduleVersionId): [DOODRow!]!. Register subgraph.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; proto; graphql; sprint-7,,6,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
215,Task,Create Atlas DDL schema for budget.budget_lines account_codes budget_versions and budget_deltas tables,"In packages/db/schema/budget.hcl: (1) budget.account_codes: id UUID PK, code TEXT UNIQUE (e.g. '1100', '2400'), name TEXT, category ENUM(ATL,BTL,POST), sort_order INT. Seed with standard AICP account codes on migration. (2) budget.budget_lines: id UUID PK, budget_version_id UUID FK, account_code_id UUID FK, description TEXT NOT NULL, amount NUMERIC(14,2) NOT NULL, quantity INT DEFAULT 1, unit TEXT, rate NUMERIC(14,2), notes TEXT, created_by UUID, created_at TIMESTAMPTZ. (3) budget.budget_versions: id UUID PK, script_version_id UUID FK, total_atl NUMERIC(14,2), total_btl NUMERIC(14,2), total_post NUMERIC(14,2), locked_at TIMESTAMPTZ. (4) budget.budget_deltas: id UUID PK, from_version_id UUID, to_version_id UUID, delta_atl NUMERIC(14,2), delta_btl NUMERIC(14,2), delta_post NUMERIC(14,2), line_changes JSONB. Apply and verify.",,1,New,ScriptOS,ScriptOS\Sprint 8,budget; ddl; atlas; sprint-8,,8,As a producer I can create and edit budget lines above and below the line and export to EP Budgeting format
216,Task,Build budget line CRUD gRPC methods and computeVersionDelta rollbackDelta for the publish-saga activity,"In services/budget/src/grpc/budget.service.ts: (1) CreateBudgetLine(req): insert into budget.budget_lines; recalculate version totals. (2) UpdateBudgetLine(req): update amount/description/notes; recalculate totals. Returns FAILED_PRECONDITION if version locked. (3) DeleteBudgetLine(req): soft delete; recalculate totals. Returns FAILED_PRECONDITION if locked. (4) ComputeVersionDelta(prevVersionId, newVersionId): diff budget lines; compute delta_atl, delta_btl, delta_post; write budget.budget_deltas row; return delta. (5) RollbackDelta(deltaId): restore previous budget version from stored line_changes JSONB. (6) LockBudgetVersion: sets locked_at on budget.budget_versions; called by publish-saga LockBudgetActivity. Unit tests for all methods including locked-state rejection.",,1,New,ScriptOS,ScriptOS\Sprint 8,budget; grpc; crud; sprint-8,,8,As a producer I can create and edit budget lines above and below the line and export to EP Budgeting format
217,Task,Implement EP Budgeting XLSX export using ExcelJS matching account code structure and column layout,"In services/budget/src/export/xlsx.exporter.ts implement exportToEPBudgeting(budgetVersionId): Promise<Buffer>. Use ExcelJS library. Worksheet structure: column A = Account Code, B = Category (ATL/BTL/POST), C = Description, D = Quantity, E = Unit, F = Rate, G = Amount. Group rows by account code category (ATL section, BTL section, POST section) with section subtotal rows in bold. Grand total row at bottom. Apply EP Budgeting-style number formatting: dollar amounts as $#,##0.00. Sheet name: 'Budget'. Add second sheet 'Summary' with: Total ATL, Total BTL, Total Post, Grand Total, Contingency (10%), Grand Total with Contingency. Return Buffer; expose via REST GET /budget/export?budgetVersionId= with Content-Disposition: attachment, filename budget.xlsx. Integration test: create 10 budget lines across ATL/BTL/POST; export; parse XLSX with ExcelJS reader; assert totals match.",,1,New,ScriptOS,ScriptOS\Sprint 8,budget; export; xlsx; sprint-8,,6,As a producer I can create and edit budget lines above and below the line and export to EP Budgeting format
218,Task,Build Budget Service GraphQL subgraph with BudgetLine AccountCode BudgetSummary types and mutations,"In services/budget/src/graphql/schema.graphql: type BudgetLine { id, accountCode: AccountCode!, description, amount, quantity, unit, rate, notes, isLocked }. type AccountCode { code, name, category: BudgetCategory! }. enum BudgetCategory { ATL BTL POST }. type BudgetSummary { totalAtl, totalBtl, totalPost, grandTotal, contingency, grandTotalWithContingency }. type BudgetVersion { id, scriptVersionId, summary: BudgetSummary!, lines: [BudgetLine!]!, lockedAt }. Mutations: createBudgetLine, updateBudgetLine, deleteBudgetLine. Queries: budget(scriptVersionId): BudgetVersion!. Auth: Producer/Admin only for mutations. Register subgraph in supergraph.yaml. Integration test: budget query returns correct totals.",,1,New,ScriptOS,ScriptOS\Sprint 8,budget; graphql; federation; sprint-8,,6,As a producer I can create and edit budget lines above and below the line and export to EP Budgeting format
219,Task,Deploy Temporal publish-saga worker pod and implement all seven saga steps with compensation stack,"In workers/publish-saga/src/workflows/publish.workflow.ts implement the PublishToProductionWorkflow using Temporal TypeScript SDK. Seven activities: (1) LockDraftActivity: call ScriptService.lockDraft gRPC; on compensation call unlockDraft. (2) ValidatePolicyActivity: call LegalService.validateScriptPolicy gRPC (stub returns passed); on compensation: no-op. (3) ExtractBreakdownActivity: call BreakdownService.extractBreakdownFromVersion gRPC; on compensation: LockBreakdownVersion undo (unlock). (4) ComputeScheduleDeltaActivity: call SchedulingService.computeVersionDelta; on compensation: rollbackDelta. (5) ComputeBudgetDeltaActivity: call BudgetService.computeVersionDelta; on compensation: rollbackDelta. (6) RouteApprovalsActivity: create approval_requests rows per approval chain config; parallel signal wait for independent depts; sequential for dependent. (7) OperationalLockActivity: set script.published_at; on compensation: clear published_at. Compensation stack: on any activity failure or rejection signal, unwind from failed step. Deploy Temporal worker as a Kubernetes Deployment in workers/publish-saga/. Integration test: run full saga against staging Temporal; assert all 7 activities execute; assert compensation runs on injected failure at step 5.",,1,New,ScriptOS,ScriptOS\Sprint 8,publish-saga; temporal; workflow; sprint-8,,8,As a writer or producer I can publish a script to production which triggers the full seven-step Temporal approval saga
220,Task,Implement approval routing with parallel and sequential chains escalation timers and auto-approve signals,"In workers/publish-saga/src/workflows/approval.workflow.ts implement RouteApprovalsWorkflow (child workflow). Approval chain loaded from workflow.approval_chain_configs table for template TV_EPISODE: Legal (step 1, sequential), Production (step 2, sequential), Studio (step 3, optional). For each step: (1) Create approval_requests row with status = pending, deadline = NOW() + 48h. (2) Send Notification Service signal to approver user(s). (3) Await signal approvalDecision(requestId) with 24h timer. On 24h timer: fire escalation notification to manager-role users. On 48h timer: auto-approve if no decision; set approval_requests.status = auto_approved. On rejection signal: set status = rejected; send compensation signal to parent workflow. Implement handleApprovalSignal(requestId, decision, comment) signal handler. Integration test using Temporal test environment time-skipping: verify 24h escalation fires; verify 48h auto-approve fires.",,1,New,ScriptOS,ScriptOS\Sprint 8,approval; temporal; escalation; sprint-8,,8,As a writer or producer I can publish a script to production which triggers the full seven-step Temporal approval saga
221,Task,Create Atlas DDL for workflow.approval_chain_configs approval_requests tables and seed TV_EPISODE template,"In packages/db/schema/workflow.hcl: (1) workflow.approval_chain_configs: id UUID PK, template_name TEXT UNIQUE, steps JSONB (array of { step_number, role, is_optional, timeout_hours }). (2) workflow.approval_requests: id UUID PK, workflow_id TEXT (Temporal workflow ID), step_number INT, role TEXT, approver_user_id UUID, status ENUM(pending,approved,rejected,auto_approved,escalated), comment TEXT, decided_at TIMESTAMPTZ, deadline TIMESTAMPTZ, created_at TIMESTAMPTZ. Seed TV_EPISODE template: steps = [{step_number:1, role:'legal', is_optional:false, timeout_hours:48}, {step_number:2, role:'producer', is_optional:false, timeout_hours:48}, {step_number:3, role:'studio', is_optional:true, timeout_hours:48}]. Apply via atlas schema apply.",,1,New,ScriptOS,ScriptOS\Sprint 8,workflow; ddl; atlas; approval; sprint-8,,6,As a writer or producer I can publish a script to production which triggers the full seven-step Temporal approval saga
222,Task,Build Legal Service stub returning validateScriptPolicy always passed for publish-saga integration testing,"In services/legal/src/grpc/legal.service.ts implement stub ValidateScriptPolicy(req: { scriptVersionId, workflowId }): Promise<{ passed: true, violations: [] }>. Document in code comment: STUB — full implementation in Sprint 15 (Epic 9). The stub always returns passed = true so the publish-saga can run end-to-end during Beta. Register LegalService gRPC server. Add packages/proto/legal.proto with ValidateScriptPolicy, GetRightsTags, CreateNDAGate RPCs (stubs for all). Build and deploy Legal Service Docker image to staging. Integration test: call ValidateScriptPolicy from Temporal activity; assert { passed: true } returned in < 500ms.",,1,New,ScriptOS,ScriptOS\Sprint 8,legal; stub; grpc; sprint-8,,4,As a writer or producer I can publish a script to production which triggers the full seven-step Temporal approval saga
223,Task,Create Atlas DDL for notifications.notification_events emails tables and build SendGrid email integration,"In packages/db/schema/notifications.hcl: (1) notifications.notification_events: id UUID PK, user_id UUID, type ENUM(approval_request,approval_decided,escalation,auto_approved,saga_status,ai_quota_warning), payload JSONB, read_at TIMESTAMPTZ, created_at TIMESTAMPTZ. (2) notifications.emails: id UUID PK, notification_event_id UUID FK, to_address TEXT, subject TEXT, template_id TEXT, send_status ENUM(pending,sent,failed,bounced), sent_at TIMESTAMPTZ. In services/notification/src/email/sendgrid.client.ts: initialize @sendgrid/mail with SENDGRID_API_KEY from Secret Manager. Implement sendApprovalRequestEmail({ toAddress, recipientName, scriptTitle, stepName, deadline, approvalLink }): uses SendGrid dynamic template. Retry: exponential backoff on 5xx; 3 retries. Integration test (staging): send test email to internal address; assert delivery.",,2,New,ScriptOS,ScriptOS\Sprint 8,notification; sendgrid; email; sprint-8,,8,As a crew member I receive email and in-app notifications for approval requests and saga status updates
224,Task,Build in-app WebSocket push notification delivery via Notification Service and GraphQL subscription,"In services/notification/src/websocket/push.service.ts: on new notification_event inserted, publish to NATS topic notification.push.{userId} with payload { notificationId, type, payload }. WebSocket Gateway subscribes to notification.push.{userId} for each connected authenticated user and forwards payload to their WebSocket connection. GraphQL subscription: type Subscription { notifications: NotificationEvent! } — resolver returns AsyncIterator over NATS subscription. In apps/web: implement useNotificationsSubscription Apollo hook in AppShell. Notification badge: count of unread notification_events. Notification drawer: list of recent notifications with type icon, summary text, timestamp, and deep link. 'Mark all read' mutation sets read_at. Integration test: insert notification_event for test user; assert WebSocket message delivered within 2s.",,2,New,ScriptOS,ScriptOS\Sprint 8,notification; websocket; graphql-subscription; sprint-8,,6,As a crew member I receive email and in-app notifications for approval requests and saga status updates
225,Task,Build stripboard UI with shoot days as columns scenes as draggable cards and OR-Tools solve button,"Create apps/web/src/scheduling/components/Stripboard.tsx. Layout: horizontal scroll container; each ShootDay rendered as a column (min-width: 200px, with date header, location badge, scene count). Each SceneCard in a column: scene number badge, heading (truncated 2 lines), page count, cast count, estimated shoot time. Drag-and-drop using @dnd-kit/core: drag from one column to another calls manualOverrideScene mutation. Manual override scenes show a lock icon (can still be dragged). 'Re-solve Schedule' button in toolbar: calls triggerSolve mutation; shows loading spinner; on complete shows SchedualChangesPreviewModal with before/after comparison; user confirms or discards. Column colour coding: INT scenes blue, EXT green, INT/EXT teal. Vitest test: render with 3 days and 8 scenes; simulate drag from day 1 to day 2; assert manualOverrideScene mutation called with correct arguments.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; frontend; stripboard; sprint-7,,8,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
226,Task,Build DOOD table component with colour-coded W H T F cells and CSV export,"Create apps/web/src/scheduling/components/DOODTable.tsx. Data from useDOODTableQuery(scheduleVersionId). Table: rows = characters (sorted by first appearance), columns = shoot days (sorted by day number). Cell content: W (green) = Work, H (amber) = Hold, T (blue) = Travel, F (grey) = Free. Header row: day number + shoot date + location name. Row header: character name + total W/H/T/F counts. Start (S) and Finish (F) badges on first/last WORK day per character. 'Export CSV' button: triggers GET /scheduling/dood?scheduleVersionId= and downloads file. Sticky first column (character names) and sticky header row for large tables. Vitest test: render DOOD table with 5 characters and 8 shoot days; assert W/H/T designations in correct cells; assert CSV export button triggers download.",,1,New,ScriptOS,ScriptOS\Sprint 7,scheduling; frontend; dood; sprint-7,,6,As a 1st AD I can generate an optimised shooting schedule using OR-Tools and override it by drag-and-drop
227,Task,Build budget panel with above and below the line tables inline edit and running totals,"Create apps/web/src/budget/components/BudgetPanel.tsx. Data from useBudgetQuery(scriptVersionId). Three sections: Above The Line, Below The Line, Post Production. Each section: table with columns Account Code, Description, Qty, Unit, Rate, Amount; inline edit on click (contentEditable cells with save-on-blur and Enter key). 'Add Line' button per section: adds blank row with account code picker (Select with all codes grouped by category). Running totals row at bottom of each section (bold). Grand total summary: ATL + BTL + POST + Contingency (10%) + Grand Total. Locked budget: all cells read-only; locked banner. Apollo optimistic updates for edits. Vitest test: render with 5 lines; edit one amount; assert updateBudgetLine mutation called; assert total updates correctly.",,1,New,ScriptOS,ScriptOS\Sprint 8,budget; frontend; panel; sprint-8,,8,As a producer I can create and edit budget lines above and below the line and export to EP Budgeting format
228,Task,Build publish button confirmation modal and real-time saga status tracker with WebSocket updates,"Create apps/web/src/publish/components/PublishButton.tsx and SagaStatusTracker.tsx. PublishButton: primary button 'Publish to Production' visible to PRODUCER/ADMIN roles on script detail page. On click: open PublishConfirmationModal showing current version hash, word count, scene count, and checkbox 'I confirm this script version is ready for production'. On confirm: call publishScript(scriptVersionId) GraphQL mutation which starts Temporal workflow; redirect to SagaStatusPage. SagaStatusPage: poll publishSagaStatus(sagaId) GraphQL query every 5s (or update via WebSocket notification). Status stepper: Submitting → Validating Policy → Extracting Breakdown → Computing Schedule → Computing Budget → Awaiting Approval → Published. Each step: pending (grey), in-progress (blue spinner), done (green tick), failed (red x with error message). On failure: show 'Compensation in progress…' step. Vitest test: render SagaStatusPage with mocked polling; assert stepper progresses through steps.",,1,New,ScriptOS,ScriptOS\Sprint 8,publish; frontend; saga; sprint-8,,8,As a writer or producer I can publish a script to production which triggers the full seven-step Temporal approval saga
