ID,Work Item Type,Title,Description,Acceptance Criteria,Priority,State,Area Path,Iteration Path,Tags,Story Points,Original Estimate Hours,Parent
240,Task,Implement scriptVersionDiff gRPC method returning scene-level unified diff between two script version snapshots,"In services/script/src/grpc/script.service.ts implement ScriptVersionDiff(req: { fromVersionId, toVersionId }): DiffResult. Algorithm: (1) Load from and to version snapshots from script_versions (CRDT snapshot or AST flattening). (2) Build scene list for each version: { sceneId, headingText, contentHash }. (3) Compute scene-level diff using Myers diff algorithm on contentHash arrays. (4) For changed scenes: compute word-level diff on scene text using diff-match-patch library. (5) Return DiffResult: { addedScenes: SceneRef[], removedScenes: SceneRef[], modifiedScenes: SceneDiff[], unchangedCount: number }. SceneDiff: { sceneId, headingText, wordDiff: [{ op: 'insert'|'delete'|'equal', text }] }. Expose via GraphQL: scriptVersionDiff(fromVersionId, toVersionId): ScriptDiff!. Integration test: create two script versions with one scene added and one modified; assert diff shows both changes.",,1,New,ScriptOS,ScriptOS\Sprint 9,revision; diff; grpc; sprint-9,,8,As a writer I can track coloured revision pages following the WGA standard sequence and compare any two locked versions
241,Task,Implement revision distribution saga Temporal worker that generates per-recipient watermarked PDFs and distributes via email,"In workers/revision-dist/src/workflows/revision-dist.workflow.ts implement RevisionDistributionWorkflow. Steps: (1) FetchRecipientsActivity: query script distribution list for this script version; return { recipients: { userId, email, name }[] }. (2) GenerateBasePDFActivity: call Script Service export endpoint to generate base PDF from script version (Courier 12pt, correct margins, revision colour headers). (3) ForEachRecipient (parallel): WatermarkActivity: call WatermarkService.embedWatermarkPerRecipient(pdfS3Key, recipientId) gRPC → returns watermarkedS3Key. (4) EmailDeliveryActivity: call Notification Service to send email with S3 presigned download URL (48h expiry). (5) LogDistributionActivity: write distribution_log row with { scriptVersionId, recipientId, watermarkedS3Key, sentAt }. Compensation: if email delivery fails for a recipient, mark that row as failed and continue for others (partial failure allowed). Integration test: run saga with 3 test recipients; assert 3 watermarked PDFs in S3; assert 3 emails dispatched.",,1,New,ScriptOS,ScriptOS\Sprint 9,revision; temporal; distribution; sprint-9,,8,As a distribution manager I can distribute colour-revised scripts with per-recipient invisible watermarks
242,Task,Implement PDF character spacing steganographic watermark embedding and extraction in Watermark Service,"In services/watermark/src/pdf/pdf-watermark.ts implement PdfWatermark class using pdf-lib library. Embedding algorithm: (1) Encode recipientId (UUID) as a 128-bit binary string. (2) Map bits to character spacing modifiers: bit 0 → default spacing (0em), bit 1 → +0.002em spacing (imperceptible visually, detectable by algorithm). (3) Traverse all text objects in the PDF; apply spacing to word spaces in action and dialogue text (skip scene headings to preserve formatting). (4) Return modified PDF bytes. Extraction algorithm: reverse process — traverse PDF text objects; measure word spacing deltas; decode bit string; recover UUID. Method embedWatermark(pdfBytes: Buffer, recipientId: UUID): Promise<Buffer>. Method extractWatermark(pdfBytes: Buffer): Promise<{ recipientId: UUID | null, confidence: float }>. Confidence: ratio of correctly decoded bits. Integration test: embed UUID in 10-page test PDF; extract; assert recipientId matches; assert confidence > 0.95.",,1,New,ScriptOS,ScriptOS\Sprint 9,watermark; pdf; steganography; sprint-9,,8,As a distribution manager I can distribute colour-revised scripts with per-recipient invisible watermarks
243,Task,Implement FDX zero-width character steganographic watermark and build embedWatermarkPerRecipient gRPC method,"In services/watermark/src/fdx/fdx-watermark.ts implement FdxWatermark class. Zero-width character encoding: use Unicode zero-width space (U+200B) for bit 0 and zero-width non-joiner (U+200C) for bit 1. Insert between every word in dialogue text. Encode recipientId (128 bits) across the first 64 dialogue words of the script. Extraction: scan dialogue text; collect ZWC sequence; decode UUID. In services/watermark/src/grpc/watermark.service.ts implement: (1) EmbedWatermarkPerRecipient(req: { fileS3Key, fileType: 'pdf'|'fdx', recipientId, outputS3KeyPrefix }): { watermarkedS3Key }. Downloads file from S3; runs embed; uploads watermarked file to S3 at outputS3KeyPrefix/recipientId.pdf|fdx; returns S3 key. (2) ExtractWatermark(req: { fileS3Key, fileType }): { recipientId, confidence }. Expose extraction via REST POST /watermark/extract (multipart upload). Integration test: embed + extract round-trip for both PDF and FDX formats.",,1,New,ScriptOS,ScriptOS\Sprint 9,watermark; fdx; grpc; sprint-9,,8,As a distribution manager I can distribute colour-revised scripts with per-recipient invisible watermarks
244,Task,Create Atlas DDL for call_sheet.call_sheets call_sheet_items crew_assignments tables and deploy call-sheet Temporal saga worker,"In packages/db/schema/call_sheet.hcl: (1) call_sheet.call_sheets: id UUID PK, shoot_day_id UUID FK, status ENUM(draft,pending_approval,approved,distributed), approved_by UUID, approved_at TIMESTAMPTZ, distributed_at TIMESTAMPTZ, pdf_s3_key TEXT, created_at TIMESTAMPTZ. (2) call_sheet.call_sheet_items: id UUID PK, call_sheet_id UUID FK, item_type ENUM(scene,cast,crew,logistics,weather,general_call), content JSONB, sort_order INT. (3) call_sheet.crew_assignments: id UUID PK, call_sheet_id UUID FK, user_id UUID, role TEXT, call_time TIME, report_to TEXT. In workers/call-sheet/: implement CallSheetWorkflow Temporal saga: FetchScheduleActivity (scenes for shoot day), FetchCastActivity (DOOD for cast on day), FetchCrewActivity (crew assignments), GeneratePDFActivity (PDFKit call sheet layout), ADApprovalActivity (signal wait with 4h timeout), DistributeActivity (email per crew assignment). Deploy worker pod. Integration test: run saga for a 3-scene shoot day; assert PDF generated; assert approval signal accepted; assert distribution emails queued.",,2,New,ScriptOS,ScriptOS\Sprint 9,call-sheet; temporal; ddl; sprint-9,,8,Revision Color Workflow and Version Distribution Saga
245,Task,Create Atlas DDL for supervisor service tables and build take logging and continuity assertion gRPC methods,"In packages/db/schema/supervisor.hcl: (1) supervisor.scene_sessions: id UUID PK, script_id UUID, scene_id UUID, shoot_day_id UUID, status ENUM(open,completed), opened_at TIMESTAMPTZ. (2) supervisor.takes: id UUID PK, scene_session_id UUID FK, take_number INT NOT NULL, rating ENUM(print,circle,no_print,hold), notes TEXT, deviation_from_script TEXT, logged_at TIMESTAMPTZ, logged_by UUID. (3) supervisor.continuity_assertions: id UUID PK, scene_session_id UUID FK, subject TEXT NOT NULL, assertion_text TEXT NOT NULL, story_day_ref TEXT, photo_s3_key TEXT, created_at TIMESTAMPTZ. (4) supervisor.deviations: id UUID PK, take_id UUID FK, deviation_type ENUM(dialogue,action,prop,wardrobe,location), description TEXT. In services/supervisor/src/grpc/supervisor.service.ts implement: LogTake, RateTake (update rating), CreateContinuityAssertion, GetPresignedUploadURL (S3 presigned PUT URL for photo). NATS publisher: supervisor.take.circled on rating=circle or print; supervisor.scene.completed on session close. Unit tests for all methods.",,1,New,ScriptOS,ScriptOS\Sprint 10,supervisor; ddl; grpc; sprint-10,,8,As a script supervisor I can log takes and continuity assertions offline during a full shooting day
246,Task,Build Supervisor Service GraphQL subgraph and NATS event publishing for downstream editorial consumers,"In services/supervisor/src/graphql/schema.graphql: type Take { id, takeNumber, rating, notes, deviationFromScript, loggedAt }. type ContinuityAssertion { id, subject, assertionText, storyDayRef, photoS3Key, createdAt }. type SceneSession { id, sceneId, shootDayId, status, takes: [Take!]!, assertions: [ContinuityAssertion!]! }. Extend Scene type: extend type Scene @key(fields: 'id') { takes(sessionId: ID): [Take!]! continuityAssertions: [ContinuityAssertion!]! }. Mutations: logTake, rateTake, createContinuityAssertion, uploadContinuityPhoto (returns presigned URL). Queries: sceneSession(sceneId, shootDayId): SceneSession!. NATS: publish supervisor.take.circled { takeId, sceneId, shootDayId, takeNumber } when rating = circle or print. Publish supervisor.scene.completed { sessionId, sceneId, shootDayId } on session close. Register subgraph. Integration test: log 3 takes; assert NATS event published for the circled take.",,1,New,ScriptOS,ScriptOS\Sprint 10,supervisor; graphql; nats; sprint-10,,6,As a script supervisor I can log takes and continuity assertions offline during a full shooting day
247,Task,Configure PowerSync cloud sync service for supervisor schema and set up role-based data routing for supervisor and AD roles,"In infra/powersync/sync-rules.yaml configure PowerSync sync rules. Supervisor role bucket: sync supervisor.takes, supervisor.continuity_assertions, supervisor.scene_sessions WHERE scene_id IN (SELECT scene_id FROM scheduling.scene_schedule_assignments WHERE shoot_day_id = current_shoot_day(userId)). AD role bucket: sync supervisor.takes (read-only), scheduling.shoot_days, call_sheet.call_sheet_items. Data isolation: each role receives only their designated tables and row subsets. Configure PowerSync with connection to Postgres read replica. Test sync: create take in Postgres; assert appears in supervisor-role SQLite device within 10s. Test isolation: assert AD device does not receive continuity_assertions table.",,1,New,ScriptOS,ScriptOS\Sprint 10,powersync; sync; role-based; sprint-10,,8,As a script supervisor I can log takes and continuity assertions offline during a full shooting day
248,Task,Set up Tauri 2.x on-set app scaffold with SQLite WAL SQLCipher encryption and PowerSync Rust SDK integration,"In apps/onset/src-tauri/: initialize Tauri 2.x project with cargo tauri init. Add dependencies to Cargo.toml: tauri 2.x, rusqlite with sqlcipher feature, powersync-rust-sdk (or SQLite extension approach), argon2, tauri-plugin-stronghold. SQLite setup: open DB at app data dir; enable WAL mode (PRAGMA journal_mode=WAL); derive encryption key via Argon2id from session token + device salt; unlock with PRAGMA key. PowerSync Rust SDK: call start_sync(config) on app startup; pass auth token from Tauri secure storage. Implement Tauri commands: sync_status() returns { pendingWrites: number, connected: bool }. React frontend: Vite + React 18 + Tailwind. cargo tauri dev must launch native window with React UI. Verify: open DB file with hex editor; assert first bytes are SQLCipher header (not SQLite plaintext header).",,1,New,ScriptOS,ScriptOS\Sprint 10,tauri; sqlite; sqlcipher; powersync; sprint-10,,8,As a script supervisor I can log takes and continuity assertions offline during a full shooting day
249,Task,Implement Tauri commands for take logging continuity assertion creation photo capture and sync status indicator in React UI,"In apps/onset/src-tauri/src/commands/supervisor.rs implement Tauri commands: #[tauri::command] log_take(scene_id, take_number, notes) → take_id. #[tauri::command] rate_take(take_id, rating: TakeRating). #[tauri::command] create_continuity_assertion(scene_session_id, subject, assertion_text, story_day_ref) → assertion_id. #[tauri::command] attach_continuity_photo(assertion_id, image_bytes): compress to JPEG 85% using image crate; generate thumbnail (200x200); write to SQLite blob + enqueue S3 upload job. #[tauri::command] get_pending_writes_count() → number. In apps/onset/src/: SceneList.tsx (scenes for today's shoot day, from PowerSync SQLite), TakeLogger.tsx (take number counter, rating buttons, notes input, submit → invoke('log_take')), SyncStatusBar.tsx (shows pending count + green/red connectivity indicator). Offline simulation test: disconnect network; log 10 takes; assert all in local SQLite; reconnect; assert all appear in cloud Postgres.",,1,New,ScriptOS,ScriptOS\Sprint 10,tauri; supervisor; commands; sprint-10,,8,As a script supervisor I can log takes and continuity assertions offline during a full shooting day
250,Task,Build revision color badge version history panel and side-by-side diff view in web app,"Create apps/web/src/editor/components/RevisionColorBadge.tsx: pill badge with colour name and hex colour matching WGA spec (WHITE=#FFFFFF, BLUE=#ADD8E6, PINK=#FFB6C1, YELLOW=#FFFF99, GREEN=#90EE90, etc.); clickable to open colour change dropdown (only shows valid next colour + current). Create RevisionHistoryPanel.tsx: right panel showing list of script_versions where locked_at IS NOT NULL, sorted desc by lock date; each row shows colour badge + version number + lock date + locked by name + 'View Diff' button. DiffView.tsx: opens as full-page modal; side-by-side layout; left = from version, right = to version; changed scenes highlighted with added text in green background and removed text in red strikethrough; unchanged scenes collapsed with 'N unchanged scenes' expand button. Data: useScriptVersionsQuery + useScriptVersionDiffQuery. Vitest test: render DiffView with 1 added scene and 1 modified scene; assert correct highlight classes applied.",,1,New,ScriptOS,ScriptOS\Sprint 9,revision; frontend; diff; sprint-9,,8,As a writer I can track coloured revision pages following the WGA standard sequence and compare any two locked versions
251,Task,Build call sheet viewer component and watermark export modal with recipient warning,"Create apps/web/src/call-sheet/components/CallSheetViewer.tsx: render call sheet in print-ready layout (header: production name, shoot date, call time; sections: scene breakdown table, cast call times, crew call times, logistics, notes). Data from useCallSheetQuery(callSheetId). Print button triggers window.print() with call sheet CSS media print styles. Create WatermarkExportModal.tsx: opened when user clicks 'Export Script' on any published version. Shows recipient selector (multi-select of distribution list users), format selector (PDF, FDX), 'Watermark will be embedded per recipient' amber notice, confirm button triggers mutation startRevisionDistribution(scriptVersionId, recipientIds). Vitest test: render WatermarkExportModal; select 3 recipients; assert startRevisionDistribution called with 3 recipientIds.",,2,New,ScriptOS,ScriptOS\Sprint 9,call-sheet; watermark; frontend; sprint-9,,6,As a distribution manager I can distribute colour-revised scripts with per-recipient invisible watermarks
